replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
18          	193         	1000        	1           	0           	0.592       	0.408       
18          	194         	1000        	1           	0           	0.603       	0.397       
18          	195         	1000        	1           	0           	0.6085      	0.3915      
18          	196         	1000        	1           	0           	0.5995      	0.4005      
18          	197         	1000        	1           	0           	0.593       	0.407       
18          	198         	1000        	1           	0           	0.6095      	0.3905      
18          	199         	1000        	1           	0           	0.6145      	0.3855      
18          	200         	1000        	1           	0           	0.612       	0.388       
19          	1           	2           	0.5         	0.5         	0.5         	0.5         
19          	2           	11          	0.7273      	0.2727      	0.2273      	0.7727      
